Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Freephone,1800,10,1800663975,1800663976,Spare,2,,,,,,,
Freephone,1800,10,1800663979,1800663985,Spare,7,,,,,,,
Freephone,1800,10,1800663987,1800663988,Spare,2,,,,,,,
Freephone,1800,10,1800663990,1800663994,Spare,5,,,,,,,
Freephone,1800,10,1800663996,1800664005,Spare,10,,,,,,,
Freephone,1800,10,1800664007,1800664008,Spare,2,,,,,,,
Freephone,1800,10,1800664010,1800664031,Spare,22,,,,,,,
Freephone,1800,10,1800664033,1800664051,Spare,19,,,,,,,
Freephone,1800,10,1800664053,1800664077,Spare,25,,,,,,,
Freephone,1800,10,1800664080,1800664093,Spare,14,,,,,,,
Freephone,1800,10,1800664095,1800664105,Spare,11,,,,,,,
Freephone,1800,10,1800664107,1800664108,Spare,2,,,,,,,
Freephone,1800,10,1800664110,1800664114,Spare,5,,,,,,,
Freephone,1800,10,1800664116,1800664117,Spare,2,,,,,,,
Freephone,1800,10,1800664119,1800664120,Spare,2,,,,,,,
Freephone,1800,10,1800664122,1800664122,Spare,1,,,,,,,
Freephone,1800,10,1800664124,1800664124,Spare,1,,,,,,,
Freephone,1800,10,1800664126,1800664127,Spare,2,,,,,,,
Freephone,1800,10,1800664129,1800664138,Spare,10,,,,,,,
Freephone,1800,10,1800664140,1800664142,Spare,3,,,,,,,
Freephone,1800,10,1800664144,1800664145,Spare,2,,,,,,,
Freephone,1800,10,1800664147,1800664151,Spare,5,,,,,,,
Freephone,1800,10,1800664153,1800664158,Spare,6,,,,,,,
Freephone,1800,10,1800664160,1800664162,Spare,3,,,,,,,
Freephone,1800,10,1800664165,1800664165,Spare,1,,,,,,,
Freephone,1800,10,1800664167,1800664167,Spare,1,,,,,,,
Freephone,1800,10,1800664169,1800664172,Spare,4,,,,,,,
Freephone,1800,10,1800664174,1800664177,Spare,4,,,,,,,
Freephone,1800,10,1800664179,1800664182,Spare,4,,,,,,,
Freephone,1800,10,1800664184,1800664185,Spare,2,,,,,,,
Freephone,1800,10,1800664187,1800664191,Spare,5,,,,,,,
Freephone,1800,10,1800664193,1800664196,Spare,4,,,,,,,
Freephone,1800,10,1800664198,1800664199,Spare,2,,,,,,,
Freephone,1800,10,1800664201,1800664201,Spare,1,,,,,,,
Freephone,1800,10,1800664203,1800664205,Spare,3,,,,,,,
Freephone,1800,10,1800664207,1800664210,Spare,4,,,,,,,
Freephone,1800,10,1800664212,1800664221,Spare,10,,,,,,,
Freephone,1800,10,1800664223,1800664224,Spare,2,,,,,,,
Freephone,1800,10,1800664226,1800664226,Spare,1,,,,,,,
Freephone,1800,10,1800664228,1800664228,Spare,1,,,,,,,
Freephone,1800,10,1800664230,1800664230,Spare,1,,,,,,,
Freephone,1800,10,1800664232,1800664234,Spare,3,,,,,,,
Freephone,1800,10,1800664236,1800664242,Spare,7,,,,,,,
Freephone,1800,10,1800664244,1800664244,Spare,1,,,,,,,
Freephone,1800,10,1800664246,1800664246,Spare,1,,,,,,,
Freephone,1800,10,1800664249,1800664265,Spare,17,,,,,,,
Freephone,1800,10,1800664267,1800664270,Spare,4,,,,,,,
Freephone,1800,10,1800664272,1800664274,Spare,3,,,,,,,
Freephone,1800,10,1800664276,1800664276,Spare,1,,,,,,,
Freephone,1800,10,1800664278,1800664287,Spare,10,,,,,,,
Freephone,1800,10,1800664289,1800664292,Spare,4,,,,,,,
Freephone,1800,10,1800664297,1800664297,Spare,1,,,,,,,
Freephone,1800,10,1800664299,1800664320,Spare,22,,,,,,,
Freephone,1800,10,1800664322,1800664324,Spare,3,,,,,,,
Freephone,1800,10,1800664326,1800664328,Spare,3,,,,,,,
Freephone,1800,10,1800664330,1800664335,Spare,6,,,,,,,
Freephone,1800,10,1800664337,1800664354,Spare,18,,,,,,,
Freephone,1800,10,1800664356,1800664361,Spare,6,,,,,,,
Freephone,1800,10,1800664363,1800664375,Spare,13,,,,,,,
Freephone,1800,10,1800664377,1800664414,Spare,38,,,,,,,
Freephone,1800,10,1800664416,1800664417,Spare,2,,,,,,,
Freephone,1800,10,1800664419,1800664419,Spare,1,,,,,,,
Freephone,1800,10,1800664421,1800664423,Spare,3,,,,,,,
Freephone,1800,10,1800664425,1800664428,Spare,4,,,,,,,
Freephone,1800,10,1800664430,1800664433,Spare,4,,,,,,,
Freephone,1800,10,1800664435,1800664439,Spare,5,,,,,,,
Freephone,1800,10,1800664441,1800664441,Spare,1,,,,,,,
Freephone,1800,10,1800664443,1800664447,Spare,5,,,,,,,
Freephone,1800,10,1800664449,1800664451,Spare,3,,,,,,,
Freephone,1800,10,1800664453,1800664455,Spare,3,,,,,,,
Freephone,1800,10,1800664458,1800664458,Spare,1,,,,,,,
Freephone,1800,10,1800664460,1800664462,Spare,3,,,,,,,
Freephone,1800,10,1800664468,1800664472,Spare,5,,,,,,,
Freephone,1800,10,1800664474,1800664476,Spare,3,,,,,,,
Freephone,1800,10,1800664478,1800664481,Spare,4,,,,,,,
Freephone,1800,10,1800664483,1800664486,Spare,4,,,,,,,
Freephone,1800,10,1800664488,1800664496,Spare,9,,,,,,,
Freephone,1800,10,1800664498,1800664512,Spare,15,,,,,,,
Freephone,1800,10,1800664514,1800664526,Spare,13,,,,,,,
Freephone,1800,10,1800664528,1800664530,Spare,3,,,,,,,
Freephone,1800,10,1800664533,1800664556,Spare,24,,,,,,,
Freephone,1800,10,1800664558,1800664561,Spare,4,,,,,,,
Freephone,1800,10,1800664563,1800664572,Spare,10,,,,,,,
Freephone,1800,10,1800664574,1800664597,Spare,24,,,,,,,
Freephone,1800,10,1800664599,1800664601,Spare,3,,,,,,,
Freephone,1800,10,1800664603,1800664603,Spare,1,,,,,,,
Freephone,1800,10,1800664605,1800664608,Spare,4,,,,,,,
Freephone,1800,10,1800664610,1800664617,Spare,8,,,,,,,
Freephone,1800,10,1800664619,1800664632,Spare,14,,,,,,,
Freephone,1800,10,1800664634,1800664636,Spare,3,,,,,,,
Freephone,1800,10,1800664638,1800664642,Spare,5,,,,,,,
Freephone,1800,10,1800664644,1800664649,Spare,6,,,,,,,
Freephone,1800,10,1800664651,1800664652,Spare,2,,,,,,,
Freephone,1800,10,1800664654,1800664659,Spare,6,,,,,,,
Freephone,1800,10,1800664661,1800664662,Spare,2,,,,,,,
Freephone,1800,10,1800664665,1800664670,Spare,6,,,,,,,
Freephone,1800,10,1800664672,1800664675,Spare,4,,,,,,,
Freephone,1800,10,1800664677,1800664681,Spare,5,,,,,,,
Freephone,1800,10,1800664684,1800664691,Spare,8,,,,,,,
Freephone,1800,10,1800664693,1800664693,Spare,1,,,,,,,
Freephone,1800,10,1800664695,1800664698,Spare,4,,,,,,,
Freephone,1800,10,1800664702,1800664702,Spare,1,,,,,,,
Freephone,1800,10,1800664704,1800664704,Spare,1,,,,,,,
Freephone,1800,10,1800664706,1800664714,Spare,9,,,,,,,
Freephone,1800,10,1800664716,1800664720,Spare,5,,,,,,,
Freephone,1800,10,1800664722,1800664722,Spare,1,,,,,,,
Freephone,1800,10,1800664724,1800664728,Spare,5,,,,,,,
Freephone,1800,10,1800664730,1800664730,Spare,1,,,,,,,
Freephone,1800,10,1800664732,1800664735,Spare,4,,,,,,,
Freephone,1800,10,1800664737,1800664737,Spare,1,,,,,,,
Freephone,1800,10,1800664739,1800664744,Spare,6,,,,,,,
Freephone,1800,10,1800664746,1800664746,Spare,1,,,,,,,
Freephone,1800,10,1800664748,1800664749,Spare,2,,,,,,,
Freephone,1800,10,1800664751,1800664760,Spare,10,,,,,,,
Freephone,1800,10,1800664762,1800664775,Spare,14,,,,,,,
Freephone,1800,10,1800664777,1800664780,Spare,4,,,,,,,
Freephone,1800,10,1800664783,1800664786,Spare,4,,,,,,,
Freephone,1800,10,1800664788,1800664788,Spare,1,,,,,,,
Freephone,1800,10,1800664790,1800664817,Spare,28,,,,,,,
Freephone,1800,10,1800664819,1800664825,Spare,7,,,,,,,
Freephone,1800,10,1800664828,1800664836,Spare,9,,,,,,,
Freephone,1800,10,1800664838,1800664841,Spare,4,,,,,,,
Freephone,1800,10,1800664843,1800664851,Spare,9,,,,,,,
Freephone,1800,10,1800664853,1800664875,Spare,23,,,,,,,
Freephone,1800,10,1800664877,1800664879,Spare,3,,,,,,,
Freephone,1800,10,1800664881,1800664891,Spare,11,,,,,,,
Freephone,1800,10,1800664893,1800664900,Spare,8,,,,,,,
Freephone,1800,10,1800664902,1800664923,Spare,22,,,,,,,
Freephone,1800,10,1800664925,1800664934,Spare,10,,,,,,,
Freephone,1800,10,1800664937,1800664943,Spare,7,,,,,,,
Freephone,1800,10,1800664945,1800664963,Spare,19,,,,,,,
Freephone,1800,10,1800664965,1800664968,Spare,4,,,,,,,
Freephone,1800,10,1800664970,1800664980,Spare,11,,,,,,,
Freephone,1800,10,1800664982,1800664995,Spare,14,,,,,,,
Freephone,1800,10,1800664997,1800664999,Spare,3,,,,,,,
Freephone,1800,10,1800665002,1800665006,Spare,5,,,,,,,
Freephone,1800,10,1800665009,1800665016,Spare,8,,,,,,,
Freephone,1800,10,1800665018,1800665023,Spare,6,,,,,,,
Freephone,1800,10,1800665025,1800665030,Spare,6,,,,,,,
Freephone,1800,10,1800665032,1800665034,Spare,3,,,,,,,
Freephone,1800,10,1800665036,1800665037,Spare,2,,,,,,,
Freephone,1800,10,1800665039,1800665044,Spare,6,,,,,,,
Freephone,1800,10,1800665046,1800665053,Spare,8,,,,,,,
Freephone,1800,10,1800665055,1800665058,Spare,4,,,,,,,
Freephone,1800,10,1800665060,1800665063,Spare,4,,,,,,,
Freephone,1800,10,1800665065,1800665065,Spare,1,,,,,,,
Freephone,1800,10,1800665067,1800665069,Spare,3,,,,,,,
Freephone,1800,10,1800665071,1800665086,Spare,16,,,,,,,
Freephone,1800,10,1800665088,1800665100,Spare,13,,,,,,,
Freephone,1800,10,1800665102,1800665104,Spare,3,,,,,,,
Freephone,1800,10,1800665106,1800665108,Spare,3,,,,,,,
Freephone,1800,10,1800665110,1800665132,Spare,23,,,,,,,
Freephone,1800,10,1800665134,1800665147,Spare,14,,,,,,,
Freephone,1800,10,1800665149,1800665164,Spare,16,,,,,,,
Freephone,1800,10,1800665166,1800665168,Spare,3,,,,,,,
Freephone,1800,10,1800665170,1800665176,Spare,7,,,,,,,
Freephone,1800,10,1800665178,1800665190,Spare,13,,,,,,,
Freephone,1800,10,1800665192,1800665194,Spare,3,,,,,,,
Freephone,1800,10,1800665196,1800665198,Spare,3,,,,,,,
Freephone,1800,10,1800665200,1800665210,Spare,11,,,,,,,
Freephone,1800,10,1800665212,1800665214,Spare,3,,,,,,,
Freephone,1800,10,1800665216,1800665216,Spare,1,,,,,,,
Freephone,1800,10,1800665218,1800665218,Spare,1,,,,,,,
Freephone,1800,10,1800665220,1800665245,Spare,26,,,,,,,
Freephone,1800,10,1800665248,1800665266,Spare,19,,,,,,,
Freephone,1800,10,1800665268,1800665272,Spare,5,,,,,,,
Freephone,1800,10,1800665274,1800665277,Spare,4,,,,,,,
Freephone,1800,10,1800665279,1800665280,Spare,2,,,,,,,
Freephone,1800,10,1800665282,1800665284,Spare,3,,,,,,,
Freephone,1800,10,1800665286,1800665288,Spare,3,,,,,,,
Freephone,1800,10,1800665290,1800665291,Spare,2,,,,,,,
Freephone,1800,10,1800665293,1800665295,Spare,3,,,,,,,
Freephone,1800,10,1800665297,1800665303,Spare,7,,,,,,,
Freephone,1800,10,1800665305,1800665306,Spare,2,,,,,,,
Freephone,1800,10,1800665308,1800665322,Spare,15,,,,,,,
Freephone,1800,10,1800665326,1800665331,Spare,6,,,,,,,
Freephone,1800,10,1800665333,1800665333,Spare,1,,,,,,,
Freephone,1800,10,1800665335,1800665336,Spare,2,,,,,,,
Freephone,1800,10,1800665338,1800665344,Spare,7,,,,,,,
Freephone,1800,10,1800665346,1800665347,Spare,2,,,,,,,
Freephone,1800,10,1800665350,1800665358,Spare,9,,,,,,,
Freephone,1800,10,1800665360,1800665361,Spare,2,,,,,,,
Freephone,1800,10,1800665363,1800665363,Spare,1,,,,,,,
Freephone,1800,10,1800665365,1800665366,Spare,2,,,,,,,
Freephone,1800,10,1800665368,1800665371,Spare,4,,,,,,,
Freephone,1800,10,1800665373,1800665378,Spare,6,,,,,,,
Freephone,1800,10,1800665380,1800665380,Spare,1,,,,,,,
Freephone,1800,10,1800665382,1800665384,Spare,3,,,,,,,
Freephone,1800,10,1800665386,1800665392,Spare,7,,,,,,,
Freephone,1800,10,1800665394,1800665394,Spare,1,,,,,,,
Freephone,1800,10,1800665396,1800665396,Spare,1,,,,,,,
Freephone,1800,10,1800665398,1800665432,Spare,35,,,,,,,
Freephone,1800,10,1800665434,1800665437,Spare,4,,,,,,,
Freephone,1800,10,1800665439,1800665442,Spare,4,,,,,,,
Freephone,1800,10,1800665444,1800665462,Spare,19,,,,,,,
Freephone,1800,10,1800665466,1800665471,Spare,6,,,,,,,
Freephone,1800,10,1800665473,1800665474,Spare,2,,,,,,,
Freephone,1800,10,1800665476,1800665487,Spare,12,,,,,,,
Freephone,1800,10,1800665489,1800665489,Spare,1,,,,,,,
Freephone,1800,10,1800665491,1800665503,Spare,13,,,,,,,
Freephone,1800,10,1800665506,1800665510,Spare,5,,,,,,,
Freephone,1800,10,1800665512,1800665513,Spare,2,,,,,,,
Freephone,1800,10,1800665515,1800665527,Spare,13,,,,,,,
Freephone,1800,10,1800665529,1800665537,Spare,9,,,,,,,
Freephone,1800,10,1800665539,1800665553,Spare,15,,,,,,,
Freephone,1800,10,1800665555,1800665555,Spare,1,,,,,,,
Freephone,1800,10,1800665557,1800665557,Spare,1,,,,,,,
Freephone,1800,10,1800665559,1800665559,Spare,1,,,,,,,
Freephone,1800,10,1800665561,1800665564,Spare,4,,,,,,,
Freephone,1800,10,1800665567,1800665571,Spare,5,,,,,,,
Freephone,1800,10,1800665573,1800665573,Spare,1,,,,,,,
Freephone,1800,10,1800665575,1800665582,Spare,8,,,,,,,
Freephone,1800,10,1800665584,1800665588,Spare,5,,,,,,,
Freephone,1800,10,1800665590,1800665592,Spare,3,,,,,,,
Freephone,1800,10,1800665594,1800665617,Spare,24,,,,,,,
Freephone,1800,10,1800665619,1800665623,Spare,5,,,,,,,
Freephone,1800,10,1800665625,1800665626,Spare,2,,,,,,,
Freephone,1800,10,1800665628,1800665632,Spare,5,,,,,,,
Freephone,1800,10,1800665634,1800665641,Spare,8,,,,,,,
Freephone,1800,10,1800665643,1800665645,Spare,3,,,,,,,
Freephone,1800,10,1800665647,1800665648,Spare,2,,,,,,,
Freephone,1800,10,1800665650,1800665659,Spare,10,,,,,,,
Freephone,1800,10,1800665661,1800665664,Spare,4,,,,,,,
Freephone,1800,10,1800665667,1800665668,Spare,2,,,,,,,
Freephone,1800,10,1800665670,1800665684,Spare,15,,,,,,,
Freephone,1800,10,1800665686,1800665688,Spare,3,,,,,,,
Freephone,1800,10,1800665690,1800665703,Spare,14,,,,,,,
Freephone,1800,10,1800665705,1800665717,Spare,13,,,,,,,
Freephone,1800,10,1800665719,1800665725,Spare,7,,,,,,,
Freephone,1800,10,1800665727,1800665741,Spare,15,,,,,,,
Freephone,1800,10,1800665743,1800665745,Spare,3,,,,,,,
Freephone,1800,10,1800665747,1800665754,Spare,8,,,,,,,
Freephone,1800,10,1800665757,1800665773,Spare,17,,,,,,,
Freephone,1800,10,1800665775,1800665783,Spare,9,,,,,,,
Freephone,1800,10,1800665785,1800665785,Spare,1,,,,,,,
Freephone,1800,10,1800665787,1800665787,Spare,1,,,,,,,
Freephone,1800,10,1800665789,1800665794,Spare,6,,,,,,,
Freephone,1800,10,1800665796,1800665828,Spare,33,,,,,,,
Freephone,1800,10,1800665831,1800665837,Spare,7,,,,,,,
Freephone,1800,10,1800665839,1800665842,Spare,4,,,,,,,
Freephone,1800,10,1800665845,1800665852,Spare,8,,,,,,,
Freephone,1800,10,1800665854,1800665864,Spare,11,,,,,,,
Freephone,1800,10,1800665867,1800665868,Spare,2,,,,,,,
Freephone,1800,10,1800665870,1800665871,Spare,2,,,,,,,
Freephone,1800,10,1800665875,1800665876,Spare,2,,,,,,,
Freephone,1800,10,1800665878,1800665881,Spare,4,,,,,,,
Freephone,1800,10,1800665883,1800665897,Spare,15,,,,,,,
Freephone,1800,10,1800665899,1800665904,Spare,6,,,,,,,
Freephone,1800,10,1800665906,1800665906,Spare,1,,,,,,,
Freephone,1800,10,1800665908,1800665916,Spare,9,,,,,,,
Freephone,1800,10,1800665918,1800665925,Spare,8,,,,,,,
Freephone,1800,10,1800665927,1800665931,Spare,5,,,,,,,
Freephone,1800,10,1800665933,1800665945,Spare,13,,,,,,,
Freephone,1800,10,1800665947,1800665952,Spare,6,,,,,,,
Freephone,1800,10,1800665955,1800665958,Spare,4,,,,,,,
Freephone,1800,10,1800665960,1800665965,Spare,6,,,,,,,
Freephone,1800,10,1800665967,1800665968,Spare,2,,,,,,,
Freephone,1800,10,1800665971,1800665976,Spare,6,,,,,,,
Freephone,1800,10,1800665978,1800665981,Spare,4,,,,,,,
Freephone,1800,10,1800665984,1800665986,Spare,3,,,,,,,
Freephone,1800,10,1800665988,1800665993,Spare,6,,,,,,,
Freephone,1800,10,1800665995,1800665996,Spare,2,,,,,,,
Freephone,1800,10,1800665998,1800666003,Spare,6,,,,,,,
Freephone,1800,10,1800666005,1800666007,Spare,3,,,,,,,
Freephone,1800,10,1800666009,1800666009,Spare,1,,,,,,,
Freephone,1800,10,1800666011,1800666018,Spare,8,,,,,,,
Freephone,1800,10,1800666020,1800666030,Spare,11,,,,,,,
Freephone,1800,10,1800666032,1800666032,Spare,1,,,,,,,
Freephone,1800,10,1800666034,1800666039,Spare,6,,,,,,,
Freephone,1800,10,1800666041,1800666045,Spare,5,,,,,,,
Freephone,1800,10,1800666047,1800666055,Spare,9,,,,,,,
Freephone,1800,10,1800666057,1800666066,Spare,10,,,,,,,
Freephone,1800,10,1800666068,1800666068,Spare,1,,,,,,,
Freephone,1800,10,1800666071,1800666077,Spare,7,,,,,,,
Freephone,1800,10,1800666079,1800666087,Spare,9,,,,,,,
Freephone,1800,10,1800666089,1800666100,Spare,12,,,,,,,
Freephone,1800,10,1800666102,1800666109,Spare,8,,,,,,,
Freephone,1800,10,1800666112,1800666124,Spare,13,,,,,,,
Freephone,1800,10,1800666126,1800666132,Spare,7,,,,,,,
Freephone,1800,10,1800666134,1800666135,Spare,2,,,,,,,
Freephone,1800,10,1800666137,1800666165,Spare,29,,,,,,,
Freephone,1800,10,1800666167,1800666172,Spare,6,,,,,,,
Freephone,1800,10,1800666174,1800666179,Spare,6,,,,,,,
Freephone,1800,10,1800666181,1800666181,Spare,1,,,,,,,
Freephone,1800,10,1800666183,1800666205,Spare,23,,,,,,,
Freephone,1800,10,1800666207,1800666219,Spare,13,,,,,,,
Freephone,1800,10,1800666221,1800666222,Spare,2,,,,,,,
Freephone,1800,10,1800666224,1800666224,Spare,1,,,,,,,
Freephone,1800,10,1800666227,1800666231,Spare,5,,,,,,,
Freephone,1800,10,1800666233,1800666233,Spare,1,,,,,,,
Freephone,1800,10,1800666235,1800666236,Spare,2,,,,,,,
Freephone,1800,10,1800666238,1800666246,Spare,9,,,,,,,
Freephone,1800,10,1800666248,1800666263,Spare,16,,,,,,,
Freephone,1800,10,1800666265,1800666265,Spare,1,,,,,,,
Freephone,1800,10,1800666267,1800666268,Spare,2,,,,,,,
Freephone,1800,10,1800666270,1800666271,Spare,2,,,,,,,
Freephone,1800,10,1800666273,1800666273,Spare,1,,,,,,,
Freephone,1800,10,1800666277,1800666299,Spare,23,,,,,,,
Freephone,1800,10,1800666301,1800666321,Spare,21,,,,,,,
Freephone,1800,10,1800666323,1800666329,Spare,7,,,,,,,
Freephone,1800,10,1800666331,1800666332,Spare,2,,,,,,,
Freephone,1800,10,1800666334,1800666342,Spare,9,,,,,,,
Freephone,1800,10,1800666344,1800666346,Spare,3,,,,,,,
Freephone,1800,10,1800666348,1800666352,Spare,5,,,,,,,
Freephone,1800,10,1800666354,1800666358,Spare,5,,,,,,,
Freephone,1800,10,1800666360,1800666362,Spare,3,,,,,,,
Freephone,1800,10,1800666364,1800666368,Spare,5,,,,,,,
Freephone,1800,10,1800666370,1800666373,Spare,4,,,,,,,
Freephone,1800,10,1800666375,1800666389,Spare,15,,,,,,,
Freephone,1800,10,1800666392,1800666394,Spare,3,,,,,,,
Freephone,1800,10,1800666396,1800666399,Spare,4,,,,,,,
Freephone,1800,10,1800666401,1800666436,Spare,36,,,,,,,
Freephone,1800,10,1800666438,1800666444,Spare,7,,,,,,,
Freephone,1800,10,1800666446,1800666451,Spare,6,,,,,,,
Freephone,1800,10,1800666453,1800666459,Spare,7,,,,,,,
Freephone,1800,10,1800666461,1800666464,Spare,4,,,,,,,
Freephone,1800,10,1800666467,1800666476,Spare,10,,,,,,,
Freephone,1800,10,1800666478,1800666483,Spare,6,,,,,,,
Freephone,1800,10,1800666485,1800666485,Spare,1,,,,,,,
Freephone,1800,10,1800666487,1800666489,Spare,3,,,,,,,
Freephone,1800,10,1800666491,1800666502,Spare,12,,,,,,,
Freephone,1800,10,1800666504,1800666510,Spare,7,,,,,,,
Freephone,1800,10,1800666512,1800666523,Spare,12,,,,,,,
Freephone,1800,10,1800666525,1800666526,Spare,2,,,,,,,
Freephone,1800,10,1800666528,1800666536,Spare,9,,,,,,,
Freephone,1800,10,1800666538,1800666543,Spare,6,,,,,,,
Freephone,1800,10,1800666545,1800666553,Spare,9,,,,,,,
Freephone,1800,10,1800666555,1800666563,Spare,9,,,,,,,
Freephone,1800,10,1800666565,1800666565,Spare,1,,,,,,,
Freephone,1800,10,1800666568,1800666601,Spare,34,,,,,,,
Freephone,1800,10,1800666604,1800666612,Spare,9,,,,,,,
Freephone,1800,10,1800666615,1800666616,Spare,2,,,,,,,
Freephone,1800,10,1800666618,1800666618,Spare,1,,,,,,,
Freephone,1800,10,1800666621,1800666629,Spare,9,,,,,,,
Freephone,1800,10,1800666631,1800666633,Spare,3,,,,,,,
Freephone,1800,10,1800666635,1800666639,Spare,5,,,,,,,
Freephone,1800,10,1800666641,1800666643,Spare,3,,,,,,,
Freephone,1800,10,1800666647,1800666647,Spare,1,,,,,,,
Freephone,1800,10,1800666649,1800666656,Spare,8,,,,,,,
Freephone,1800,10,1800666658,1800666663,Spare,6,,,,,,,
Freephone,1800,10,1800666668,1800666672,Spare,5,,,,,,,
Freephone,1800,10,1800666674,1800666676,Spare,3,,,,,,,
Freephone,1800,10,1800666678,1800666685,Spare,8,,,,,,,
Freephone,1800,10,1800666689,1800666725,Spare,37,,,,,,,
Freephone,1800,10,1800666727,1800666746,Spare,20,,,,,,,
Freephone,1800,10,1800666748,1800666753,Spare,6,,,,,,,
Freephone,1800,10,1800666755,1800666765,Spare,11,,,,,,,
Freephone,1800,10,1800666767,1800666775,Spare,9,,,,,,,
Freephone,1800,10,1800666777,1800666777,Spare,1,,,,,,,
Freephone,1800,10,1800666779,1800666780,Spare,2,,,,,,,
Freephone,1800,10,1800666784,1800666799,Spare,16,,,,,,,
Freephone,1800,10,1800666801,1800666825,Spare,25,,,,,,,
Freephone,1800,10,1800666829,1800666836,Spare,8,,,,,,,
Freephone,1800,10,1800666838,1800666844,Spare,7,,,,,,,
Freephone,1800,10,1800666847,1800666862,Spare,16,,,,,,,
Freephone,1800,10,1800666864,1800666865,Spare,2,,,,,,,
Freephone,1800,10,1800666868,1800666879,Spare,12,,,,,,,
Freephone,1800,10,1800666881,1800666887,Spare,7,,,,,,,
Freephone,1800,10,1800666889,1800666896,Spare,8,,,,,,,
Freephone,1800,10,1800666898,1800666926,Spare,29,,,,,,,
Freephone,1800,10,1800666928,1800666943,Spare,16,,,,,,,
Freephone,1800,10,1800666945,1800666945,Spare,1,,,,,,,
Freephone,1800,10,1800666947,1800666951,Spare,5,,,,,,,
Freephone,1800,10,1800666953,1800666987,Spare,35,,,,,,,
Freephone,1800,10,1800666989,1800666991,Spare,3,,,,,,,
Freephone,1800,10,1800666993,1800666999,Spare,7,,,,,,,
Freephone,1800,10,1800667001,1800667016,Spare,16,,,,,,,
Freephone,1800,10,1800667018,1800667018,Spare,1,,,,,,,
Freephone,1800,10,1800667020,1800667026,Spare,7,,,,,,,
Freephone,1800,10,1800667028,1800667040,Spare,13,,,,,,,
Freephone,1800,10,1800667042,1800667044,Spare,3,,,,,,,
Freephone,1800,10,1800667046,1800667053,Spare,8,,,,,,,
Freephone,1800,10,1800667055,1800667064,Spare,10,,,,,,,
Freephone,1800,10,1800667066,1800667070,Spare,5,,,,,,,
Freephone,1800,10,1800667072,1800667077,Spare,6,,,,,,,
Freephone,1800,10,1800667080,1800667080,Spare,1,,,,,,,
Freephone,1800,10,1800667082,1800667083,Spare,2,,,,,,,
Freephone,1800,10,1800667086,1800667086,Spare,1,,,,,,,
Freephone,1800,10,1800667088,1800667093,Spare,6,,,,,,,
Freephone,1800,10,1800667095,1800667102,Spare,8,,,,,,,
Freephone,1800,10,1800667104,1800667109,Spare,6,,,,,,,
Freephone,1800,10,1800667112,1800667114,Spare,3,,,,,,,
Freephone,1800,10,1800667116,1800667125,Spare,10,,,,,,,
Freephone,1800,10,1800667128,1800667132,Spare,5,,,,,,,
Freephone,1800,10,1800667134,1800667134,Spare,1,,,,,,,
Freephone,1800,10,1800667136,1800667138,Spare,3,,,,,,,
Freephone,1800,10,1800667140,1800667153,Spare,14,,,,,,,
Freephone,1800,10,1800667156,1800667159,Spare,4,,,,,,,
Freephone,1800,10,1800667161,1800667169,Spare,9,,,,,,,
Freephone,1800,10,1800667171,1800667172,Spare,2,,,,,,,
Freephone,1800,10,1800667174,1800667177,Spare,4,,,,,,,
Freephone,1800,10,1800667179,1800667189,Spare,11,,,,,,,
Freephone,1800,10,1800667192,1800667195,Spare,4,,,,,,,
Freephone,1800,10,1800667197,1800667213,Spare,17,,,,,,,
Freephone,1800,10,1800667215,1800667221,Spare,7,,,,,,,
Freephone,1800,10,1800667224,1800667225,Spare,2,,,,,,,
Freephone,1800,10,1800667227,1800667228,Spare,2,,,,,,,
Freephone,1800,10,1800667230,1800667231,Spare,2,,,,,,,
Freephone,1800,10,1800667233,1800667235,Spare,3,,,,,,,
Freephone,1800,10,1800667237,1800667237,Spare,1,,,,,,,
Freephone,1800,10,1800667239,1800667239,Spare,1,,,,,,,
Freephone,1800,10,1800667243,1800667245,Spare,3,,,,,,,
Freephone,1800,10,1800667247,1800667257,Spare,11,,,,,,,
Freephone,1800,10,1800667259,1800667265,Spare,7,,,,,,,
Freephone,1800,10,1800667268,1800667268,Spare,1,,,,,,,
Freephone,1800,10,1800667270,1800667272,Spare,3,,,,,,,
Freephone,1800,10,1800667274,1800667276,Spare,3,,,,,,,
Freephone,1800,10,1800667278,1800667278,Spare,1,,,,,,,
Freephone,1800,10,1800667282,1800667283,Spare,2,,,,,,,
Freephone,1800,10,1800667285,1800667288,Spare,4,,,,,,,
Freephone,1800,10,1800667292,1800667295,Spare,4,,,,,,,
Freephone,1800,10,1800667298,1800667300,Spare,3,,,,,,,
Freephone,1800,10,1800667302,1800667320,Spare,19,,,,,,,
Freephone,1800,10,1800667322,1800667324,Spare,3,,,,,,,
Freephone,1800,10,1800667327,1800667341,Spare,15,,,,,,,
Freephone,1800,10,1800667343,1800667343,Spare,1,,,,,,,
Freephone,1800,10,1800667348,1800667350,Spare,3,,,,,,,
Freephone,1800,10,1800667353,1800667354,Spare,2,,,,,,,
Freephone,1800,10,1800667357,1800667357,Spare,1,,,,,,,
Freephone,1800,10,1800667359,1800667363,Spare,5,,,,,,,
Freephone,1800,10,1800667369,1800667375,Spare,7,,,,,,,
