Service Type,Prefix,Number Length,From,To,Status,Quantity,Allocatee,Allocation Date,Latest Holder,Latest Transfer Date,Current EROU holder,EROU assignment date,Numbering Area
Local rate,1300,10,1300039001,1300039002,Spare,2,,,,,,,
Local rate,1300,10,1300039004,1300039005,Spare,2,,,,,,,
Local rate,1300,10,1300039007,1300039011,Spare,5,,,,,,,
Local rate,1300,10,1300039013,1300039017,Spare,5,,,,,,,
Local rate,1300,10,1300039019,1300039030,Spare,12,,,,,,,
Local rate,1300,10,1300039032,1300039049,Spare,18,,,,,,,
Local rate,1300,10,1300039051,1300039071,Spare,21,,,,,,,
Local rate,1300,10,1300039073,1300039095,Spare,23,,,,,,,
Local rate,1300,10,1300039097,1300039125,Spare,29,,,,,,,
Local rate,1300,10,1300039127,1300039143,Spare,17,,,,,,,
Local rate,1300,10,1300039145,1300039161,Spare,17,,,,,,,
Local rate,1300,10,1300039163,1300039168,Spare,6,,,,,,,
Local rate,1300,10,1300039170,1300039178,Spare,9,,,,,,,
Local rate,1300,10,1300039198,1300039198,Spare,1,,,,,,,
Local rate,1300,10,1300039206,1300039221,Spare,16,,,,,,,
Local rate,1300,10,1300039223,1300039224,Spare,2,,,,,,,
Local rate,1300,10,1300039227,1300039228,Spare,2,,,,,,,
Local rate,1300,10,1300039230,1300039232,Spare,3,,,,,,,
Local rate,1300,10,1300039234,1300039234,Spare,1,,,,,,,
Local rate,1300,10,1300039236,1300039246,Spare,11,,,,,,,
Local rate,1300,10,1300039248,1300039250,Spare,3,,,,,,,
Local rate,1300,10,1300039252,1300039262,Spare,11,,,,,,,
Local rate,1300,10,1300039264,1300039266,Spare,3,,,,,,,
Local rate,1300,10,1300039268,1300039303,Spare,36,,,,,,,
Local rate,1300,10,1300039305,1300039310,Spare,6,,,,,,,
Local rate,1300,10,1300039312,1300039325,Spare,14,,,,,,,
Local rate,1300,10,1300039327,1300039354,Spare,28,,,,,,,
Local rate,1300,10,1300039356,1300039366,Spare,11,,,,,,,
Local rate,1300,10,1300039368,1300039369,Spare,2,,,,,,,
Local rate,1300,10,1300039371,1300039375,Spare,5,,,,,,,
Local rate,1300,10,1300039377,1300039387,Spare,11,,,,,,,
Local rate,1300,10,1300039389,1300039389,Spare,1,,,,,,,
Local rate,1300,10,1300039391,1300039401,Spare,11,,,,,,,
Local rate,1300,10,1300039403,1300039424,Spare,22,,,,,,,
Local rate,1300,10,1300039426,1300039429,Spare,4,,,,,,,
Local rate,1300,10,1300039431,1300039431,Spare,1,,,,,,,
Local rate,1300,10,1300039433,1300039445,Spare,13,,,,,,,
Local rate,1300,10,1300039448,1300039462,Spare,15,,,,,,,
Local rate,1300,10,1300039464,1300039464,Spare,1,,,,,,,
Local rate,1300,10,1300039466,1300039473,Spare,8,,,,,,,
Local rate,1300,10,1300039475,1300039480,Spare,6,,,,,,,
Local rate,1300,10,1300039482,1300039511,Spare,30,,,,,,,
Local rate,1300,10,1300039513,1300039515,Spare,3,,,,,,,
Local rate,1300,10,1300039517,1300039538,Spare,22,,,,,,,
Local rate,1300,10,1300039540,1300039543,Spare,4,,,,,,,
Local rate,1300,10,1300039546,1300039552,Spare,7,,,,,,,
Local rate,1300,10,1300039554,1300039554,Spare,1,,,,,,,
Local rate,1300,10,1300039556,1300039558,Spare,3,,,,,,,
Local rate,1300,10,1300039560,1300039608,Spare,49,,,,,,,
Local rate,1300,10,1300039610,1300039625,Spare,16,,,,,,,
Local rate,1300,10,1300039627,1300039633,Spare,7,,,,,,,
Local rate,1300,10,1300039663,1300039674,Spare,12,,,,,,,
Local rate,1300,10,1300039676,1300039680,Spare,5,,,,,,,
Local rate,1300,10,1300039683,1300039713,Spare,31,,,,,,,
Local rate,1300,10,1300039715,1300039725,Spare,11,,,,,,,
Local rate,1300,10,1300039729,1300039732,Spare,4,,,,,,,
Local rate,1300,10,1300039734,1300039736,Spare,3,,,,,,,
Local rate,1300,10,1300039738,1300039755,Spare,18,,,,,,,
Local rate,1300,10,1300039757,1300039767,Spare,11,,,,,,,
Local rate,1300,10,1300039769,1300039772,Spare,4,,,,,,,
Local rate,1300,10,1300039774,1300039774,Spare,1,,,,,,,
Local rate,1300,10,1300039776,1300039776,Spare,1,,,,,,,
Local rate,1300,10,1300039778,1300039800,Spare,23,,,,,,,
Local rate,1300,10,1300039802,1300039838,Spare,37,,,,,,,
Local rate,1300,10,1300039840,1300039867,Spare,28,,,,,,,
Local rate,1300,10,1300039869,1300039870,Spare,2,,,,,,,
Local rate,1300,10,1300039872,1300039872,Spare,1,,,,,,,
Local rate,1300,10,1300039874,1300039879,Spare,6,,,,,,,
Local rate,1300,10,1300039884,1300039884,Spare,1,,,,,,,
Local rate,1300,10,1300039887,1300039887,Spare,1,,,,,,,
Local rate,1300,10,1300039890,1300039890,Spare,1,,,,,,,
Local rate,1300,10,1300039892,1300039892,Spare,1,,,,,,,
Local rate,1300,10,1300039895,1300039896,Spare,2,,,,,,,
Local rate,1300,10,1300039898,1300039898,Spare,1,,,,,,,
Local rate,1300,10,1300039901,1300039901,Spare,1,,,,,,,
Local rate,1300,10,1300039903,1300039903,Spare,1,,,,,,,
Local rate,1300,10,1300039905,1300039905,Spare,1,,,,,,,
Local rate,1300,10,1300039907,1300039932,Spare,26,,,,,,,
Local rate,1300,10,1300039934,1300039987,Spare,54,,,,,,,
Local rate,1300,10,1300039989,1300039997,Spare,9,,,,,,,
Local rate,1300,10,1300039999,1300039999,Spare,1,,,,,,,
Local rate,1300,10,1300040002,1300040003,Spare,2,,,,,,,
Local rate,1300,10,1300040005,1300040014,Spare,10,,,,,,,
Local rate,1300,10,1300040016,1300040023,Spare,8,,,,,,,
Local rate,1300,10,1300040025,1300040039,Spare,15,,,,,,,
Local rate,1300,10,1300040041,1300040048,Spare,8,,,,,,,
Local rate,1300,10,1300040051,1300040056,Spare,6,,,,,,,
Local rate,1300,10,1300040058,1300040060,Spare,3,,,,,,,
Local rate,1300,10,1300040062,1300040072,Spare,11,,,,,,,
Local rate,1300,10,1300040075,1300040103,Spare,29,,,,,,,
Local rate,1300,10,1300040105,1300040108,Spare,4,,,,,,,
Local rate,1300,10,1300040110,1300040140,Spare,31,,,,,,,
Local rate,1300,10,1300040142,1300040157,Spare,16,,,,,,,
Local rate,1300,10,1300040159,1300040173,Spare,15,,,,,,,
Local rate,1300,10,1300040175,1300040194,Spare,20,,,,,,,
Local rate,1300,10,1300040196,1300040208,Spare,13,,,,,,,
Local rate,1300,10,1300040210,1300040213,Spare,4,,,,,,,
Local rate,1300,10,1300040235,1300040242,Spare,8,,,,,,,
Local rate,1300,10,1300040244,1300040246,Spare,3,,,,,,,
Local rate,1300,10,1300040248,1300040256,Spare,9,,,,,,,
Local rate,1300,10,1300040258,1300040271,Spare,14,,,,,,,
Local rate,1300,10,1300040273,1300040289,Spare,17,,,,,,,
Local rate,1300,10,1300040291,1300040299,Spare,9,,,,,,,
Local rate,1300,10,1300040301,1300040310,Spare,10,,,,,,,
Local rate,1300,10,1300040312,1300040320,Spare,9,,,,,,,
Local rate,1300,10,1300040322,1300040332,Spare,11,,,,,,,
Local rate,1300,10,1300040334,1300040334,Spare,1,,,,,,,
Local rate,1300,10,1300040336,1300040354,Spare,19,,,,,,,
Local rate,1300,10,1300040356,1300040361,Spare,6,,,,,,,
Local rate,1300,10,1300040363,1300040366,Spare,4,,,,,,,
Local rate,1300,10,1300040368,1300040374,Spare,7,,,,,,,
Local rate,1300,10,1300040376,1300040399,Spare,24,,,,,,,
Local rate,1300,10,1300040401,1300040402,Spare,2,,,,,,,
Local rate,1300,10,1300040404,1300040443,Spare,40,,,,,,,
Local rate,1300,10,1300040484,1300040499,Spare,16,,,,,,,
Local rate,1300,10,1300040501,1300040501,Spare,1,,,,,,,
Local rate,1300,10,1300040503,1300040503,Spare,1,,,,,,,
Local rate,1300,10,1300040505,1300040505,Spare,1,,,,,,,
Local rate,1300,10,1300040508,1300040527,Spare,20,,,,,,,
Local rate,1300,10,1300040529,1300040540,Spare,12,,,,,,,
Local rate,1300,10,1300040542,1300040552,Spare,11,,,,,,,
Local rate,1300,10,1300040554,1300040554,Spare,1,,,,,,,
Local rate,1300,10,1300040556,1300040559,Spare,4,,,,,,,
Local rate,1300,10,1300040561,1300040562,Spare,2,,,,,,,
Local rate,1300,10,1300040567,1300040567,Spare,1,,,,,,,
Local rate,1300,10,1300040569,1300040569,Spare,1,,,,,,,
Local rate,1300,10,1300040594,1300040599,Spare,6,,,,,,,
Local rate,1300,10,1300040601,1300040603,Spare,3,,,,,,,
Local rate,1300,10,1300040605,1300040607,Spare,3,,,,,,,
Local rate,1300,10,1300040609,1300040637,Spare,29,,,,,,,
Local rate,1300,10,1300040639,1300040651,Spare,13,,,,,,,
Local rate,1300,10,1300040653,1300040664,Spare,12,,,,,,,
Local rate,1300,10,1300040666,1300040676,Spare,11,,,,,,,
Local rate,1300,10,1300040678,1300040678,Spare,1,,,,,,,
Local rate,1300,10,1300040680,1300040680,Spare,1,,,,,,,
Local rate,1300,10,1300040685,1300040686,Spare,2,,,,,,,
Local rate,1300,10,1300040688,1300040689,Spare,2,,,,,,,
Local rate,1300,10,1300040691,1300040691,Spare,1,,,,,,,
Local rate,1300,10,1300040693,1300040693,Spare,1,,,,,,,
Local rate,1300,10,1300040695,1300040695,Spare,1,,,,,,,
Local rate,1300,10,1300040697,1300040709,Spare,13,,,,,,,
Local rate,1300,10,1300040711,1300040714,Spare,4,,,,,,,
Local rate,1300,10,1300040716,1300040717,Spare,2,,,,,,,
Local rate,1300,10,1300040745,1300040747,Spare,3,,,,,,,
Local rate,1300,10,1300040750,1300040764,Spare,15,,,,,,,
Local rate,1300,10,1300040766,1300040767,Spare,2,,,,,,,
Local rate,1300,10,1300040769,1300040776,Spare,8,,,,,,,
Local rate,1300,10,1300040778,1300040783,Spare,6,,,,,,,
Local rate,1300,10,1300040811,1300040814,Spare,4,,,,,,,
Local rate,1300,10,1300040816,1300040830,Spare,15,,,,,,,
Local rate,1300,10,1300040832,1300040866,Spare,35,,,,,,,
Local rate,1300,10,1300040868,1300040887,Spare,20,,,,,,,
Local rate,1300,10,1300040889,1300040890,Spare,2,,,,,,,
Local rate,1300,10,1300040892,1300040894,Spare,3,,,,,,,
Local rate,1300,10,1300040896,1300040933,Spare,38,,,,,,,
Local rate,1300,10,1300040935,1300040965,Spare,31,,,,,,,
Local rate,1300,10,1300040967,1300041030,Spare,64,,,,,,,
Local rate,1300,10,1300041036,1300041036,Spare,1,,,,,,,
Local rate,1300,10,1300041045,1300041047,Spare,3,,,,,,,
Local rate,1300,10,1300041052,1300041052,Spare,1,,,,,,,
Local rate,1300,10,1300041054,1300041054,Spare,1,,,,,,,
Local rate,1300,10,1300041056,1300041070,Spare,15,,,,,,,
Local rate,1300,10,1300041073,1300041078,Spare,6,,,,,,,
Local rate,1300,10,1300041080,1300041084,Spare,5,,,,,,,
Local rate,1300,10,1300041087,1300041090,Spare,4,,,,,,,
Local rate,1300,10,1300041092,1300041092,Spare,1,,,,,,,
Local rate,1300,10,1300041095,1300041095,Spare,1,,,,,,,
Local rate,1300,10,1300041097,1300041097,Spare,1,,,,,,,
Local rate,1300,10,1300041099,1300041099,Spare,1,,,,,,,
Local rate,1300,10,1300041101,1300041103,Spare,3,,,,,,,
Local rate,1300,10,1300041129,1300041161,Spare,33,,,,,,,
Local rate,1300,10,1300041163,1300041163,Spare,1,,,,,,,
Local rate,1300,10,1300041165,1300041169,Spare,5,,,,,,,
Local rate,1300,10,1300041172,1300041172,Spare,1,,,,,,,
Local rate,1300,10,1300041174,1300041176,Spare,3,,,,,,,
Local rate,1300,10,1300041178,1300041188,Spare,11,,,,,,,
Local rate,1300,10,1300041190,1300041209,Spare,20,,,,,,,
Local rate,1300,10,1300041211,1300041221,Spare,11,,,,,,,
Local rate,1300,10,1300041223,1300041233,Spare,11,,,,,,,
Local rate,1300,10,1300041236,1300041243,Spare,8,,,,,,,
Local rate,1300,10,1300041245,1300041246,Spare,2,,,,,,,
Local rate,1300,10,1300041249,1300041258,Spare,10,,,,,,,
Local rate,1300,10,1300041260,1300041269,Spare,10,,,,,,,
Local rate,1300,10,1300041271,1300041277,Spare,7,,,,,,,
Local rate,1300,10,1300041279,1300041287,Spare,9,,,,,,,
Local rate,1300,10,1300041289,1300041289,Spare,1,,,,,,,
Local rate,1300,10,1300041291,1300041294,Spare,4,,,,,,,
Local rate,1300,10,1300041296,1300041300,Spare,5,,,,,,,
Local rate,1300,10,1300041302,1300041317,Spare,16,,,,,,,
Local rate,1300,10,1300041319,1300041323,Spare,5,,,,,,,
Local rate,1300,10,1300041325,1300041336,Spare,12,,,,,,,
Local rate,1300,10,1300041338,1300041361,Spare,24,,,,,,,
Local rate,1300,10,1300041363,1300041377,Spare,15,,,,,,,
Local rate,1300,10,1300041379,1300041399,Spare,21,,,,,,,
Local rate,1300,10,1300041401,1300041433,Spare,33,,,,,,,
Local rate,1300,10,1300041435,1300041457,Spare,23,,,,,,,
Local rate,1300,10,1300041460,1300041460,Spare,1,,,,,,,
Local rate,1300,10,1300041462,1300041462,Spare,1,,,,,,,
Local rate,1300,10,1300041467,1300041467,Spare,1,,,,,,,
Local rate,1300,10,1300041476,1300041477,Spare,2,,,,,,,
Local rate,1300,10,1300041480,1300041480,Spare,1,,,,,,,
Local rate,1300,10,1300041482,1300041493,Spare,12,,,,,,,
Local rate,1300,10,1300041495,1300041518,Spare,24,,,,,,,
Local rate,1300,10,1300041520,1300041588,Spare,69,,,,,,,
Local rate,1300,10,1300041612,1300041617,Spare,6,,,,,,,
Local rate,1300,10,1300041619,1300041632,Spare,14,,,,,,,
Local rate,1300,10,1300041634,1300041646,Spare,13,,,,,,,
Local rate,1300,10,1300041648,1300041667,Spare,20,,,,,,,
Local rate,1300,10,1300041669,1300041669,Spare,1,,,,,,,
Local rate,1300,10,1300041671,1300041678,Spare,8,,,,,,,
Local rate,1300,10,1300041680,1300041681,Spare,2,,,,,,,
Local rate,1300,10,1300041684,1300041686,Spare,3,,,,,,,
Local rate,1300,10,1300041688,1300041690,Spare,3,,,,,,,
Local rate,1300,10,1300041692,1300041697,Spare,6,,,,,,,
Local rate,1300,10,1300041699,1300041705,Spare,7,,,,,,,
Local rate,1300,10,1300041707,1300041717,Spare,11,,,,,,,
Local rate,1300,10,1300041720,1300041759,Spare,40,,,,,,,
Local rate,1300,10,1300041803,1300041811,Spare,9,,,,,,,
Local rate,1300,10,1300041813,1300041849,Spare,37,,,,,,,
Local rate,1300,10,1300041851,1300041857,Spare,7,,,,,,,
Local rate,1300,10,1300041859,1300041860,Spare,2,,,,,,,
Local rate,1300,10,1300041862,1300041887,Spare,26,,,,,,,
Local rate,1300,10,1300041889,1300041889,Spare,1,,,,,,,
Local rate,1300,10,1300041891,1300041893,Spare,3,,,,,,,
Local rate,1300,10,1300041895,1300041910,Spare,16,,,,,,,
Local rate,1300,10,1300041912,1300041919,Spare,8,,,,,,,
Local rate,1300,10,1300041921,1300041927,Spare,7,,,,,,,
Local rate,1300,10,1300041929,1300041935,Spare,7,,,,,,,
Local rate,1300,10,1300041937,1300041976,Spare,40,,,,,,,
Local rate,1300,10,1300041978,1300041999,Spare,22,,,,,,,
Local rate,1300,10,1300042001,1300042002,Spare,2,,,,,,,
Local rate,1300,10,1300042030,1300042041,Spare,12,,,,,,,
Local rate,1300,10,1300042043,1300042063,Spare,21,,,,,,,
Local rate,1300,10,1300042065,1300042067,Spare,3,,,,,,,
Local rate,1300,10,1300042069,1300042076,Spare,8,,,,,,,
Local rate,1300,10,1300042078,1300042083,Spare,6,,,,,,,
Local rate,1300,10,1300042085,1300042086,Spare,2,,,,,,,
Local rate,1300,10,1300042088,1300042097,Spare,10,,,,,,,
Local rate,1300,10,1300042099,1300042121,Spare,23,,,,,,,
Local rate,1300,10,1300042123,1300042131,Spare,9,,,,,,,
Local rate,1300,10,1300042133,1300042212,Spare,80,,,,,,,
Local rate,1300,10,1300042214,1300042215,Spare,2,,,,,,,
Local rate,1300,10,1300042217,1300042217,Spare,1,,,,,,,
